"date","CNPJ_FUNDO","VL_QUOTA","ibov_close","usdbrl_close","irf_m1p","irf_m","ima_b5","ima_b5p","ima_b","ima_c","ima_s","ima_geral_ex_c","ima_geral","sp500_close"
2020-05-18,"03.184.233/0001-80",115.385358,81194.29,5.7204,15699.496577,13922.849086,6505.30995,8611.40268,7233.982499,7674.901998,4735.544998,5874.549664,5932.877923,2953.91
2020-05-18,"10.551.370/0001-70",1.700419,81194.29,5.7204,15699.496577,13922.849086,6505.30995,8611.40268,7233.982499,7674.901998,4735.544998,5874.549664,5932.877923,2953.91
2020-05-18,"06.124.241/0001-29",5.230652,81194.29,5.7204,15699.496577,13922.849086,6505.30995,8611.40268,7233.982499,7674.901998,4735.544998,5874.549664,5932.877923,2953.91
2020-05-18,"03.187.084/0001-02",3.425435,81194.29,5.7204,15699.496577,13922.849086,6505.30995,8611.40268,7233.982499,7674.901998,4735.544998,5874.549664,5932.877923,2953.91
2020-05-18,"10.646.885/0001-54",2.620254,81194.29,5.7204,15699.496577,13922.849086,6505.30995,8611.40268,7233.982499,7674.901998,4735.544998,5874.549664,5932.877923,2953.91
2020-05-18,"06.175.696/0001-73",48.281931,81194.29,5.7204,15699.496577,13922.849086,6505.30995,8611.40268,7233.982499,7674.901998,4735.544998,5874.549664,5932.877923,2953.91
2020-05-18,"03.308.718/0001-38",4.902876,81194.29,5.7204,15699.496577,13922.849086,6505.30995,8611.40268,7233.982499,7674.901998,4735.544998,5874.549664,5932.877923,2953.91
2020-05-18,"10.705.335/0001-69",3.001286,81194.29,5.7204,15699.496577,13922.849086,6505.30995,8611.40268,7233.982499,7674.901998,4735.544998,5874.549664,5932.877923,2953.91
2020-05-18,"06.288.668/0001-62",70.285914,81194.29,5.7204,15699.496577,13922.849086,6505.30995,8611.40268,7233.982499,7674.901998,4735.544998,5874.549664,5932.877923,2953.91
2020-05-18,"03.499.367/0001-90",13464.570993,81194.29,5.7204,15699.496577,13922.849086,6505.30995,8611.40268,7233.982499,7674.901998,4735.544998,5874.549664,5932.877923,2953.91
2020-05-18,"10.731.794/0001-17",2.509958,81194.29,5.7204,15699.496577,13922.849086,6505.30995,8611.40268,7233.982499,7674.901998,4735.544998,5874.549664,5932.877923,2953.91
2020-05-18,"06.871.308/0001-99",6.256478,81194.29,5.7204,15699.496577,13922.849086,6505.30995,8611.40268,7233.982499,7674.901998,4735.544998,5874.549664,5932.877923,2953.91
2020-05-18,"03.504.010/0001-52",10.339828071,81194.29,5.7204,15699.496577,13922.849086,6505.30995,8611.40268,7233.982499,7674.901998,4735.544998,5874.549664,5932.877923,2953.91
2020-05-18,"10.740.552/0001-90",1.573575,81194.29,5.7204,15699.496577,13922.849086,6505.30995,8611.40268,7233.982499,7674.901998,4735.544998,5874.549664,5932.877923,2953.91
2020-05-18,"06.916.384/0001-73",8.5295724,81194.29,5.7204,15699.496577,13922.849086,6505.30995,8611.40268,7233.982499,7674.901998,4735.544998,5874.549664,5932.877923,2953.91
2020-05-18,"03.515.596/0001-50",9.560108,81194.29,5.7204,15699.496577,13922.849086,6505.30995,8611.40268,7233.982499,7674.901998,4735.544998,5874.549664,5932.877923,2953.91
2020-05-18,"10.740.670/0001-06",2.573014,81194.29,5.7204,15699.496577,13922.849086,6505.30995,8611.40268,7233.982499,7674.901998,4735.544998,5874.549664,5932.877923,2953.91
2020-05-18,"06.988.623/0001-09",8.329958,81194.29,5.7204,15699.496577,13922.849086,6505.30995,8611.40268,7233.982499,7674.901998,4735.544998,5874.549664,5932.877923,2953.91
2020-05-18,"03.593.150/0001-44",335.909394,81194.29,5.7204,15699.496577,13922.849086,6505.30995,8611.40268,7233.982499,7674.901998,4735.544998,5874.549664,5932.877923,2953.91
2020-05-18,"10.843.445/0001-97",2.13840268,81194.29,5.7204,15699.496577,13922.849086,6505.30995,8611.40268,7233.982499,7674.901998,4735.544998,5874.549664,5932.877923,2953.91
2020-05-18,"07.104.761/0001-32",50.557199,81194.29,5.7204,15699.496577,13922.849086,6505.30995,8611.40268,7233.982499,7674.901998,4735.544998,5874.549664,5932.877923,2953.91
2020-05-18,"03.618.256/0001-55",99.76264,81194.29,5.7204,15699.496577,13922.849086,6505.30995,8611.40268,7233.982499,7674.901998,4735.544998,5874.549664,5932.877923,2953.91
2020-05-18,"11.328.882/0001-35",2.686957,81194.29,5.7204,15699.496577,13922.849086,6505.30995,8611.40268,7233.982499,7674.901998,4735.544998,5874.549664,5932.877923,2953.91
2020-05-18,"07.192.409/0001-04",3.7645526,81194.29,5.7204,15699.496577,13922.849086,6505.30995,8611.40268,7233.982499,7674.901998,4735.544998,5874.549664,5932.877923,2953.91
2020-05-18,"03.618.607/0001-28",94.3876,81194.29,5.7204,15699.496577,13922.849086,6505.30995,8611.40268,7233.982499,7674.901998,4735.544998,5874.549664,5932.877923,2953.91
2020-05-18,"11.392.165/0001-72",4.9260499,81194.29,5.7204,15699.496577,13922.849086,6505.30995,8611.40268,7233.982499,7674.901998,4735.544998,5874.549664,5932.877923,2953.91
2020-05-18,"28.470.587/0001-11",5.2994766,81194.29,5.7204,15699.496577,13922.849086,6505.30995,8611.40268,7233.982499,7674.901998,4735.544998,5874.549664,5932.877923,2953.91
2020-05-18,"19.320.686/0001-26",1.591819,81194.29,5.7204,15699.496577,13922.849086,6505.30995,8611.40268,7233.982499,7674.901998,4735.544998,5874.549664,5932.877923,2953.91
2020-05-18,"11.403.956/0001-50",3.0894581,81194.29,5.7204,15699.496577,13922.849086,6505.30995,8611.40268,7233.982499,7674.901998,4735.544998,5874.549664,5932.877923,2953.91
2020-05-18,"28.747.733/0001-03",1.1276678,81194.29,5.7204,15699.496577,13922.849086,6505.30995,8611.40268,7233.982499,7674.901998,4735.544998,5874.549664,5932.877923,2953.91
2020-05-18,"19.390.876/0001-10",199.046841,81194.29,5.7204,15699.496577,13922.849086,6505.30995,8611.40268,7233.982499,7674.901998,4735.544998,5874.549664,5932.877923,2953.91
2020-05-18,"11.419.569/0001-02",24.732898,81194.29,5.7204,15699.496577,13922.849086,6505.30995,8611.40268,7233.982499,7674.901998,4735.544998,5874.549664,5932.877923,2953.91
2020-05-18,"28.849.744/0001-02",1.1222653,81194.29,5.7204,15699.496577,13922.849086,6505.30995,8611.40268,7233.982499,7674.901998,4735.544998,5874.549664,5932.877923,2953.91
2020-05-18,"20.335.522/0001-51",15.998865,81194.29,5.7204,15699.496577,13922.849086,6505.30995,8611.40268,7233.982499,7674.901998,4735.544998,5874.549664,5932.877923,2953.91
2020-05-18,"11.447.124/0001-36",21.603641,81194.29,5.7204,15699.496577,13922.849086,6505.30995,8611.40268,7233.982499,7674.901998,4735.544998,5874.549664,5932.877923,2953.91
